1, 2020-02-02 14:10:27
0, 2020-02-02 14:10:58
0, 2020-02-02 14:11:23
1, 2020-02-02 14:30:09
0, 2020-02-02 14:30:14
0, 2020-02-02 14:30:17
0, 2020-02-02 14:30:18
0, 2020-02-02 14:30:37
1, 2020-02-02 14:30:49
8, 2020-02-02 14:33:21
17, 2020-02-02 14:34:47
6, 2020-02-02 14:35:48
3, 2020-02-02 14:35:59
0, 2020-02-02 14:37:13
0, 2020-02-02 14:37:14
13, 2020-02-02 14:37:39
2, 2020-02-02 14:40:21
0, 2020-02-02 14:40:27
0, 2020-02-02 14:40:33
0, 2020-02-02 14:40:37
0, 2020-02-02 14:40:39
0, 2020-02-02 14:40:41
0, 2020-02-02 14:40:42
0, 2020-02-02 14:40:44
0, 2020-02-02 14:40:45
1, 2020-02-02 14:40:56
5, 2020-02-02 14:41:10
2, 2020-02-02 14:41:59
10, 2020-02-02 14:42:19
4, 2020-02-02 14:46:57
5, 2020-02-02 14:49:59
7, 2020-02-02 14:50:31
2, 2020-02-02 14:50:40
4, 2020-02-02 14:52:12
9, 2020-02-02 14:53:20
0, 2020-02-02 14:53:26
2, 2020-02-02 14:53:35
3, 2020-02-02 14:55:52
9, 2020-02-02 14:57:06
9, 2020-02-02 14:57:06
1, 2020-02-02 14:57:40
16, 2020-02-02 14:58:12
7, 2020-02-02 15:02:03
1, 2020-02-02 15:03:07
6, 2020-02-02 15:22:42
21, 2020-02-02 15:23:19
1, 2020-02-02 15:24:02
2, 2020-02-02 15:24:22
5, 2020-02-02 15:24:39
0, 2020-02-02 15:25:37
0, 2020-02-02 15:25:44
1, 2020-02-02 15:25:54
3, 2020-02-02 15:26:41
0, 2020-02-02 15:26:49
13, 2020-02-02 15:27:24
